,Question,Sub_Question,location,counts
278,I am satisfied with Columbia Residential building management with respect to the following.,Helpfulness of building superintendent,278,"{4: 171, 5: 112, 3: 49, 2: 17, 1: 15}"
279,,Helpfulness of door attendant,False,"{3: 148, 4: 102, 5: 81, 2: 17, 1: 16}"
280,,Apartment renovations,False,"{4: 140, 3: 91, 2: 58, 5: 44, 1: 31}"
281,,"Building maintenance (regular cleaning, intercoms, elevators, etc.)",False,"{4: 192, 5: 77, 3: 44, 2: 38, 1: 13}"
282,,Building Security,False,"{4: 157, 5: 75, 3: 73, 2: 44, 1: 15}"
283,,Cost,False,"{4: 140, 2: 72, 3: 71, 5: 46, 1: 35}"
284,,Quality of Internet Service,False,"{4: 161, 5: 95, 2: 41, 1: 35, 3: 32}"
285,Columbia Residential was helpful in resolving my housing issue.,Response,285,"{4: 156, 5: 90, 3: 48, 'I never faced an issue': 32, 2: 22, 1: 16}"
286,What was the reason you chose to live off-campus? (Check all that apply),Unavailability of Columbia Residential units,286,{'Unavailability of Columbia Residential units': 401}
287,,Housing cost,False,{'Housing cost': 469}
288,,Housing location,False,{'Housing location': 295}
289,,Choice of accommodation(s),False,{'Choice of accommodation(s)': 301}
290,,Choice of roommate(s),False,{'Choice of roommate(s)': 311}
291,,Not Applicable,False,{'Not Applicable': 338}
292,,Other (please specify),False,"{'The university housing offered was too far': 1, 'University Housing does not allow pets': 1, 'Pets not allowed in Columbia housing': 1, 'I did not find a Columbia Residential Unit with a private bathroom': 1, ""I was told I couldn't move in with someone already in Columbia housing, because we couldn't have the same selection time. I also think there should be photo's available before having to commit to housing. "": 1, 'I have my own house in Long Island.': 1, 'Facilities and service': 1, 'I have a cat': 1, 'Ability to have a full size bed instead of a twin bed': 1, 'I’m living for free at home': 1, 'Live at home with parents': 1, 'I can get more space with the cost compared to campus housing': 1, 'No in-door washing machine and dryer ': 1, ""The couple's housing options were extremely limited and I am not happy with the fact that we can not visit the apartment before deciding to rent it."": 1, 'Living with family.': 1, 'Ability to keep my pet': 1, 'Already lived here for years': 1, 'Married': 1, 'Proximity to job': 1, 'UAH housing was horrible (creaky floors, pests, inadequate heating, frequent renovations interfering with my daily routine (bathroom was occupied for 2 weeks once; was asked to temporarily move out in extreme short notice for the renovations))  and it was hard to get a studio for myself.': 1, 'Slowness of housing application process': 1, 'Covid ': 1, 'Columbia housing appliances are horrible and also most apartments are depressing': 1, 'Quality of life': 1, 'dog': 1, 'very fortunate that I my parents have an apartment that I live in and pay low rent to them': 1, 'Spouse employment location ': 1, 'Recently married and needed to move somewhere that we could keep a vehicle so my spouse can drive to work. ': 1, 'Grew up in ny': 1, 'Not being able to guarantee housing to MS students and inability to view the apartment if you aren’t already in the city with an extremely short viewing window. ': 1, 'Living with working partner': 1, 'Part-time grad student working full time': 1, 'Quality of appliance in the unit': 1, 'Flexibility': 1, ""I'm not a big fan of the selection I've seen provided by the University, but I have only seem limited selection. Seemed more reliable to find off-campus housing as the better apartments were quickly taken by other students."": 1, ""I didn't feel safe around the campus. "": 1, 'I was unable to find much resources for on-campus housing, the best resource was from friends that live on-campus; and now because I have signed a Lease I just cannot opt, which I do like to.': 1, 'Mainly location': 1, 'We couldn’t even see the pictures of the houses (only floor maps). ': 1, 'dorms feel too much like boarding school ': 1, 'Living with non-university affiliates ': 1, 'Very expensive on-campus housing options.': 1, 'I’m a part time student and have a full time job closer to my current location': 1, 'Living with parents': 1, 'I was already living off campus and Columbia housing is expensive': 1, 'Poor quality of Columbia Housing for the cost': 1}"
293,I am satisfied with the service provided by the Off-Campus Housing Assistance Office (OCHA).,Response,293,"{'I did not use their service': 621, 3: 201, 4: 168, 2: 128, 1: 64, 5: 49}"
294,I feel physically safe commuting to campus,Response,294,"{4: 512, 3: 257, 2: 242, 5: 140, 1: 80}"
295,Please provide additional comments or information about housing: ,Open-Ended Response,295,"{'-': 2, '#NAME?': 2, 'there are a lot of weirdos at night. also, via drivers are mean and will drop me off in the middle of nowhere because they dont feel like taking me to my apartment. and, via cancels my ride all of the time. ': 1, 'Apartment maintenance is bad (warping floorboards, mold growth)   Availability of apartments near campus for graduate engineering students is bad (had to apply for housing transfer separately to receive assignment near campus) and not at the Arbor': 1, 'Columbia housing should be available for graduate international students': 1, 'I strongly disagree with the “no pets allowed” rule. This is inconsistent with every piece of evidence on mental health we currently have. Moreover, I had to leave my best friend behind because living outside of campus was not financially possible.': 1, 'Rent should be reduced if buildings are not renovated. My elevator always breaks (3 year tenant). There is no door person and packages have been stolen. ': 1, 'The internet in my apartment is absolutely terrible. I have a router in my room and the internet is slow so much of the time.': 1, ""It's not always accessible to live in the campus houses near the school and I don't want to live in Harlem or Bronx(full of gangsters)"": 1, 'I put in a work order to put batteries into and install my apartment smoke/CO2 detectors in September and this has yet to be fulfilled, EVEN AFTER the terrible Bronx apartment file earlier this year prompted additional building inspection. My smoke/CO2 detectors have been uninstalled over 7 months and this makes me very upset with the way things are run at Columbia Residential.': 1, 'Equipment should be updated.': 1, 'It is not very friendly for people who graduate in 1.5 semesters, since housing only allow 2 or 1 year renting': 1, 'I sometimes feel unsafe walking back from campus at night by myself, especially near morningside park': 1, 'Although expensive (more so than non columbia owned apartments), the staff and the services provided by columbia housing have been great. ': 1, 'My roommate is very dirty and there is nothing I can do and Columbia Housing does not care!': 1, 'please have more housing for grad students :(': 1, 'Extend via to 145 , maybe even to medical campus': 1, 'The furnishing provided in furnished apartments should be of better quality.': 1, 'I hope the university may provide us an additional transfer opportunity by the end of the lease.': 1, 'Most things are good about the apartment, but there has been work going on the exterior of the building throughout the whole school year that often wakes me and my roommate up early, and makes it difficult to focus during the day': 1, 'Overall, Columbia apartments are a bad deal. I am now in an off campus apartment in the same price range as my old Columbia apartment, but it is much newer and has far greater amenities. If you are trying to treat your students fairly, you should at least lower the cost of the lower quality housing provided by Columbia. In my first years I just did know enough to look elsewhere.': 1, 'It does not feel safe to walk back home late night after a class that ends at night. Sometimes, via takes up to 45 mins so have no option but to walk.': 1, 'Would be great if services were provided to replace CFL lights to LED ones, may be even at a cost.': 1, 'International House is great': 1, 'the via should be extended to 140 ': 1, 'They assigned me to the Columbia housing in Bronx, and I didn’t want to commute that far so I canceled. However, since off campus housing cost is incredibly expensive, I hope that I could apply university housing again. Also, I think it would be great when Columbia has more studio/1 bedroom units for grad students.': 1, 'Would be better if Columbia housing could have better availability for grad students and the price be reduced. Right now it’s over $1300/month, whereas it is easy to find off campus options at less than $1000/month.': 1, 'Make floor plans accessible for every apartment.': 1, 'Superintendent tries to save money to impress management and not take care of residents issues': 1, 'Used to live in Columbia Residential. The dorms were shockingly filthy and full of pests, by far the worst place I have ever lived. The apartment housing was much nicer, but Residential was generally rude, unresponsive, and out of touch. 2/10 experience that features front and center in conversations with prospective undergraduate and graduate students considering an offer from Columbia and constitutes a large part of the reason I will probably never donate money as an alumnus to this institution. ': 1, 'The application process not including apartment pictures or floorplans is just unacceptable. How could I as a foreign student be expected to make an informed decision about where to live in a different city with such little information regarding the actual apartment': 1, ""the pricing is unfair and unforgiving - very dissatisfied with my transition out of Columbia housing.  No support for students despite the very challenging NYC residential market - I needed to move out after my application for couple's housing was rejected, and was charged a $1000 late fee for moving out 2 days beyond the end of my lease despite the weeks of advance notice that I gave to housing and following their advice to renew my contract even though I was fairly certain I would be moving out (just waiting on confirmation from the apartment I'd applied to)"": 1, ""I feel safe walking to and from campus when it's light out, but I take via at night unless I have someone to walk with, just in case. "": 1, 'too expensive for such a tiny room!!': 1, ""Subway definitely has it's issues, but I think it is a more NYC issue than Columbia. Knowing that many students commute, it would be nice to have Columbia security at the stations (116th and 125th) and maybe even 1-2 along the walk from the subway to the Business School (many IEOR students have classes here). There is a lot of security on campus, but not much on the way there which doesn't make sense since most people don't live like right across the street or anything like that. Especially late at night and in the early mornings it would be nice to have a security presence at subways."": 1, 'There is very little transparency with housing. Nowhere else do you have to commit to a unit without even seeing pictures of the place let alone seeing a unit (or a representative unit in person). The amount charged is absurd for many units given the quality of the units; many units can be found off campus for a similar price but better condition.': 1, ""Creating service tickets is always hit-or-miss. I've had severe pest issues living on the basement floor and only once in 2 years has pest control actually been dispatched despite plenty of complaints. Air conditioning is also terrible (and basement floors can't even get one), since building is still piping heat into hallways/rooms well into the 70's for outside temperature. Power outage last summer lasted days and was the absolute worst time I've had in any apartment (super hot, no light in stairwells, got locked in my floor due to construction, no help relocating to hotels as was done for smaller outages in other buildings)"": 1, 'Need much better pest management and prevention. Unacceptable to encounter pests in apartment on several occasions at Columbia housing apartments ': 1, 'Housing does not feel worth the cost. Nor do i feel safe walking to housing within Morningside Heights. Housing security is inadequate': 1, 'The off campus housing search should be made easier through a Columbia specific brokerage service that will be really appreciated!': 1, 'I hope to get on campus now that I can afford it, but Columbia most likely wont admit me': 1, ""I don't even know we have OCHA"": 1, 'Please offer a list of available apartments and the ability to transfer at more than 2 times in the year!  ': 1, 'I wish there could be help from columbia in finding reliable real estate companies and brokers': 1, ""Late night classes and using the subway aren't a great mix."": 1, 'It is absurd to give people 6 hours to choose a place to live in without providing pictures, floor plans or a chance to visit. Just absurd.': 1, 'Resources were too slow. Columbia-provided available listings needed to be acted on yesterday, typically. I suppose that may just be NYC, but I was not impressed with the resources available, and it really felt more like I was doing all the work myself.': 1, 'I-House is perhaps the best place for graduate housing': 1, 'Should extend areas of Via, I live in 92nd street, and I need to take the subway home at even 11pm': 1, 'Considering that my roommate and I provide rent comparable or even more than other students who live on-campus, it would have been nice to have gotten a furnished apartment. We had to buy all the furniture. ': 1, 'Feel very unsafe just outside of campus, I bought a scooter so that I did not have to walk home anymore': 1, 'Too many panhandlers around the area. Also I got threatened and robbed a block away from my apartment so I no longer feel safe in the general area': 1, 'Quality not good enough': 1, 'For off-campus housing information provided on the OCHA website, it would be helpful to give the owner of the house (and anyone else who lives in the house) a more detailed background check and then post such houses online. ': 1, 'it is close to school': 1, ""I'm ok with off campus housing staying near CUIMC and frequently using shuttles to University."": 1, 'as part of university housing should be cost effective to students and especially because a large number of students are international ': 1, 'more choices in ihouse': 1, 'There was an international student stabbed last fucking semester lol right in the path of my commute to school ': 1, 'I am hoping that Via could expand its south reach range more to 100th street or 96th street.': 1, 'It would be great to widen the radius on where the school shuttle can reach.': 1, 'It would be helpful to see images and floorplans of the housing options before selecting an apartment using the Housing Portal. I moved out because the apartment was old and not very clean before I moved in.  ': 1, 'Please stop putting heavy costs on rent and any other service like locked out. 50 dollars for lock out on weekend is literally a joke when the super lives just adjacent to my flat. Or any way.': 1, 'Please include floor plans and pictures of all apartments in Columbia Residential.': 1, 'Please offer discounted LIRR tickets. Columbia offers discounted NJ Transit tickets. Why do you favor the out-of-state students? It does not make any sense.': 1, 'No other comments': 1, 'travel by subway, not really safe. Also, I think the subway station near Mangattanville campus is not that safe. I usually see strange ppl wandering around.': 1, 'Quality of internet service has been noticeably low for me since the pandemic (with all the load imposed by Zoom calls, I guess). My perceptions of safety in the neighborhood have significantly dropped after the Tessa Majors and Davide Giri incidents, which I do not feel have been/are being handled convincingly by the university.': 1, ""I applied for housing and haven't heard back in over 2 weeks. The housing website for this whole time period was down/under maintenance. Apparently housing selection has already started...and I have not heard back yet and cannot even check the status of my application."": 1, 'Consider allocating a portion of studios / one-Bedroom apartments for Ph.D. students who wish to reside alone.': 1, 'Wish there was more housing for grad students ': 1, 'Satisfied with housing and services provided ': 1, 'too much trash outside in the hallways of my building. the trash pickup is not a good feature of my building.': 1, 'Do not increase rent over 3%': 1, 'I was scammed by a random person posting on columbias facebook off campus housing group. these should be monitored and a background check should be conducted before any person can post on such an official site. i know this is a pervasive problem and there have been a ton of individuals in foreign countries randomly posting in these groups and scamming students after receiving advance for rent, when they are not landowners or anything of that sort. ': 1, 'It would be great if there were subsidy for the rent': 1, 'I use the subway to commute to campus, and lately the subway does not feel like a safe place': 1, 'Pictures should be able to be provided for potential residents  Or video or some way for residents to see it': 1, 'need more lights in the room, elevator is too old': 1, ""The units are very old and breaks all the time, e.g. toilet running water, door knots damage etc. The university should renovate them. The washing machines also breaks a lot.  In addition, different units can have very different conditions, some are very 'luxury', and some are not satisfiable. They have very similar price and during the selection you are not able to know this. So it's like a lottery."": 1, 'People get stabbed on their way home': 1, 'Appreciate to have pictures of apartments': 1, 'Internet is bad. Should be cheaper. Laundry should be free.': 1, 'Coverage of via should be increased down to 96th Street which is a local transportation hub for UWS. Late night trains usually stop there and move directly into Harlem.': 1, 'Darker curtain needed.': 1, 'I am always afraid of commuting to and outside of campus after sunset because of violence and crime': 1, 'maybe provide more housings for graduate students': 1, ""I think its strange that we can't see multiple apartments before making a selection "": 1, 'I would suggest posting more notice in the building concerning the time to use washing machines. Sometimes late at night people do their laundry making it impossible to sleep. Other than that, people in the building are friendly and warm-hearted.': 1, 'Please lower the rent and ability to choose roommates. ': 1, ""Generally yes, but it's hard to feel safe when a murder and stabbing occur so close by"": 1, 'There could be more residential units for the students near to the campus.': 1, 'Shuttle bus too slow. Strange plannings. No free subway pass. ': 1, 'I lived in Columbia Residential units and I have lost my packages for sever times…I think it’s necessary to solve this problem since there are no cctv or doorman in the building and it’s so easy for packages to be stolen.  ': 1, 'It would be good if there can be more dormitories............': 1, 'Please try to make part-time students also eligible for Columbia housing.': 1, 'Columbia housing should be affordable!': 1, 'The maintanence services are very lax. I sometimes have to file a complaint twice before someone actually shows up to help': 1, 'I think there should be a more frequent shuttle service to campus available. 24 hours ': 1, 'It would be good to increase the efforts of Off-Campus Housing Assistance. When I was in my housing search process, all I received was a referral to a third party realtor company, which resulted very costly, as opposed to assistance and guidance directly provided from Columbia.': 1, 'transfer process really is not good - not frequent enough, not transparent enough both in terms of cost and in terms of ability to see units before moving in': 1, 'DNE': 1, ""Need more photos and floor plans of units when choosing apartments. Also I don't think we can choose specific apartments, only buildings. I didn't know I was placed in a specific apartment in my building until I got my assignment."": 1, ""Too expensive,  Columbia treat's its graduate student body as second rate citizens, like we are trash like we are just their cash cow. There is no community among us."": 1, ""Columbia says its housing is subsidized but it's basically the same price as off-campus, plus they have a monopoly on housing in the immediate vicinity of campus, so they're able to coerce students into paying them for this old, poorly maintained housing."": 1, ""I am very grateful for Via's evening shuttle service."": 1, 'I even feel unsafe in Via during late nights': 1, 'Part-time students should still be eligible for housing options.': 1, 'Housing transfer personnel were not helpful in facilitating my transfer.': 1, 'More photos / floor plans during application process': 1, 'The network in my apartment is terrible.': 1, 'Main issue I have with Columbia residential is the transfer process. Why can I only choose to move in the worst times (October and February?) ': 1, 'Confirm earlier whether the contract will be renovated after a 1 year period.': 1, 'I wonder if we can check the room out before choosing when this pandemic ends?': 1, 'The subway is shady at night and the neighborhood north to 120th street is also unsafe from time to time.': 1, 'Very limited seats in Columbia housing  ': 1, 'No': 1, 'More roof acess/lounges like in Butler Hall!': 1, 'The transfer process is in no way transparent. The spreadsheet they provided did not include floorplans and just stated the total square footage of the apartment. Housing should also allow transfers during the summer when current students could move in with friends without taking up any additional space. ': 1, 'Cost is prohibitive': 1, 'Transfers should be possible for incoming PhD students.': 1, ""Sometimes the service taking too long, I requested something in my kitchen and they just lack it for two months so I don't have it until now. Also the apartment internet speed is not very stable."": 1, 'I’m applying for housing. It’s my last semester. If I continue to rent off-campus. I have to pay rent costs for half year even I will not be in the US.': 1, 'I hope there is a market for buying and selling used furniture or aircon when moving in and out.   Also, I hope students who are graduating in the last semester are allowed to stay up to 90 days upon their graduation, because we need a time to find off-campus housing, and some international students with OPT visa need housing during their job search (which is about 90 days after graduation).   Lastly, the washing machine in the laundry room is so dirty. My clothes got dirty after doing laundry. I hope the building maintenance regularly clean up the machines.   In addition, on my move-in date, there was NOBODY in the appointed meeting place, and I had to ask people to find where to get my keys, which was TERRIBLE (I live in 414 W 120th and there is no security).  The main door in 414 W 120 can be better if it is replaced with an automatic door with a card key.    ': 1, 'I am trying to move into couples housing. More transparency on this process would be helpful, I have no idea whether or not I meet requirements or if I am going to be approved.': 1, 'Hope the university adds doormen to all dormitory buildings.': 1, 'The elevator in 536W 113th is often broken and out of service.': 1, ""My housing is ok but I've applied to transfer a few times and never gotten approved. "": 1}"
296,What are your sources of financial support? (Check all that apply),Fellowship,296,{'Fellowship': 168}
297,,Department source,False,{'Department source': 209}
298,,Loans,False,{'Loans': 282}
299,,Internship or Job,False,{'Internship or Job': 310}
300,,Family support,False,{'Family support': 856}
301,,Third party support,False,{'Third party support': 46}
302,,Other (please specify),False,"{'Savings': 5, 'personal funds': 2, 'GRA': 2, 'personal savings': 2, 'Personal Savings': 2, 'Grant money': 1, 'graduate research assistantship': 1, 'Personal savings/assets from previous jobs.': 1, 'Grants': 1, 'My personal savings': 1, 'Personal savings': 1, 'Savings and Credit Cards': 1, 'Grant through advisor': 1, 'Military Aid': 1, ""saving's from last year's (before grad school) job"": 1, 'Savings from job before': 1, 'Myself': 1, 'On Campus Job': 1, 'mom and dad <3': 1, 'Ta-ship ': 1, 'Not my parents spending their hard earned money for columbia to treat me like a second rate person.': 1, 'PhD funding through supervisor': 1, 'External scholarship': 1, 'Part Time Job': 1, ""Because of the rigorous nature of my program, I have been unable to work more than 5–6 hours per month at my on-campus job. It'd be truly helpful if students were offered financial aid since the tuition is high at Columbia."": 1, 'Advisor': 1, 'myself': 1, 'Grant from my adviosr': 1, 'Self - savings': 1, 'My savings ': 1, 'Scholarship and past job': 1, 'working on a government sponsored project': 1, ""I paid for my Master's degree with personal investments"": 1, 'Part time on campus work': 1, 'TA ': 1, 'savings': 1, ""PhD stipend from advisor's grant"": 1}"
303,"If you have read the survey up to this point, please select the number four (4). By selecting number 4, you'll be entered to win one of the prizes. Subsequent questions to follow.",Response,303,{'4': 1271}
304,Do you receive payment from the University?,Response,304,"{'No': 683, 'Yes': 588}"
305,I have experienced delays or other problems with my payments from Columbia University.,Response,305,"{2: 202, 1: 125, 4: 106, 3: 96, 5: 67}"
306,What percentage of your total expenses (excluding tuition) does your funding cover?,Response,306,"{'76% - 100%': 261, '1% - 25%': 221, '51% - 75%': 64, '26% – 50%': 50}"
307,Please answer the following:,The academic integrity policies were clearly communicated:,307,"{4: 693, 5: 434, 3: 111, 2: 23, 1: 10}"
308,,My classmates adhered to the university policies on academic integrity:,False,"{4: 599, 5: 304, 3: 225, 2: 95, 1: 48}"
309,,The academic integrity policies were enforced by TAs or course instructors:,False,"{4: 654, 5: 372, 3: 158, 2: 64, 1: 23}"
310,Have you ever become aware of an Academic Integrity violation? ,Response,310,"{'No': 858, 'Not Sure': 286, 'Yes': 127}"
311,Did you report it?,Response,311,"{'No': 92, 'Yes, I reported it to the Instructor/Professor': 32, 'Yes, I reported it to the TA': 11, 'Yes, I reported it to both TA and Instructor': 9, 'Yes, I reported it to the Office of Graduate Student Affairs': 2}"
312,"If you did not report it, please select any of applicable reasons:",I did not want to report a friend.,312,{'I did not want to report a friend.': 21}
313,,I did not want to report a classmate.,False,{'I did not want to report a classmate.': 30}
314,,I was uncertain of the confidentiality of the process.,False,{'I was uncertain of the confidentiality of the process.': 18}
315,,I was uncomfortable approaching authority figures (i.e. faculty and/or administration).,False,{'I was uncomfortable approaching authority figures (i.e. faculty and/or administration).': 18}
316,,I thought the violation was not severe.,False,{'I thought the violation was not severe.': 21}
317,,I did not know how to report the violation.,False,{'I did not know how to report the violation.': 12}
318,,Other (please specify),False,"{'Professor seemes unapproachable': 1, 'The students were already excommunicated from the class': 1, 'I didn’t have any proof and didn’t really want to get involved.': 1, 'It was already reported and handled by the time I had found out about it ': 1, ""I am the TA for a class and I am aware that students have solutions to problem sets. I have not reported it because I don't think the professor would care."": 1, ""People were talking during my controls final. It was so loud and obvious, yet the professors and TAs did nothing. They clearly saw it, so I didn't need to report it, they just chose to let it slide?"": 1, 'I was not in the class - I heard it from a friend. ': 1, 'The professor told us': 1, 'I have seen how the university dealt with similar cases. Students who were caught cheating in their finals could still get a B and act like nothing happened. So, what is the point of reporting???': 1, 'He disguised me to give him the answer, so technically I also have violated the rule. I thought he already is punished by not fully understanding the material so I moved on.': 1, 'was not 10 sure of the violation': 1, ""Haven't met the situation"": 1, 'Heard rumors - do not know the details': 1, 'Someone else reported it': 1, 'Someone had already done it': 1, ""We all exchange pieces of codes for homework at some point in our education, let's be honest it's not a big deal "": 1, ""I didn't have tangible evidence"": 1, ""just didn't care"": 1}"
319,"If you have served as a TA, did you ever suspect or become aware of an Academic Integrity Violation?",Response,319,"{'I did not serve as a TA': 833, 'No': 324, 'Yes': 114}"
320,How was the Academic Integrity violation resolved?,Warning by TA,320,{'Warning by TA': 30}
321,,Warning by Professor,False,{'Warning by Professor': 56}
322,,Academic penalty imposed by Professor,False,{'Academic penalty imposed by Professor': 31}
323,,Violation referral made to the Office of Graduate Student Affairs,False,{'Violation referral made to the Office of Graduate Student Affairs': 12}
324,,No action was taken,False,{'No action was taken': 26}
325,Have you ever violated an Academic Integrity policy? (all answers are anonymous),Response,325,"{'No': 1169, 'Not Sure': 53, 'Yes': 47}"
326,Do you believe that peer reporting should play a role in enforcing Academic Integrity policies?,Response,326,"{'Yes': 482, 'Not Sure': 432, 'No': 355}"
327,Which of the following are reasons that you might violate Academic Integrity policies (check all that apply)?,Not Applicable,327,{'Not Applicable': 906}
328,,I am finding the course load too heavy to manage,False,{'I am finding the course load too heavy to manage': 264}
329,,I do not understand the Academic Integrity policies and procedures,False,{'I do not understand the Academic Integrity policies and procedures': 126}
330,,My classmates are not disciplined for violating Academic Integrity policies,False,{'My classmates are not disciplined for violating Academic Integrity policies': 185}
331,Do you believe that virtual/hybrid learning has impacted the number of academic integrity violations?,Response,331,"{3: 437, 4: 428, 5: 216, 2: 116, 1: 53}"
